MOVE LINE CASE at 93, for OFFSET: 2
LINE: 503 ~ 3036[LEN: 2533] (x: 1780)
LINE: 3788 ~ 3789[LEN: 1] (y: 416)
LINE: 503 ~ 1925[LEN: 1422] (x: 3788)
LINE: 3907 ~ 3912[LEN: 5] (y: 416)
LINE: 503 ~ 2506[LEN: 2003] (x: 3907)
LINE: 3959 ~ 3960[LEN: 1] (y: 416)
LINE: 503 ~ 5254[LEN: 4751] (x: 3959)
LINE: 5831 ~ 5832[LEN: 1] (y: 416)
LINE: 503 ~ 1610[LEN: 1107] (x: 5831)
LINE: 9181 ~ 9188[LEN: 7] (y: 416)
LINE: 503 ~ 5978[LEN: 5475] (x: 9181)
LINE: 9911 ~ 9912[LEN: 1] (y: 416)
LINE: 503 ~ 8336[LEN: 7833] (x: 9911)
LINE: 1633 ~ 7892[LEN: 6259] (y: 417)
LINE: 504 ~ 7610[LEN: 7106] (x: 1633)
LINE: 9187 ~ 9188[LEN: 1] (y: 417)
LINE: 504 ~ 9818[LEN: 9314] (x: 9187)
LINE: 1208 ~ 9572[LEN: 8364] (y: 418)
LINE: 505 ~ 9997[LEN: 9492] (x: 1208)
LINE: 1491 ~ 1492[LEN: 1] (y: 418)
LINE: 506 ~ 5189[LEN: 4683] (x: 1491)
LINE: 2886 ~ 9006[LEN: 6120] (y: 418)
LINE: 506 ~ 637[LEN: 131] (x: 2886)
LINE: 9437 ~ 9439[LEN: 2] (y: 418)
LINE: 506 ~ 4531[LEN: 4025] (x: 9437)
LINE: 9571 ~ 9572[LEN: 1] (y: 418)
LINE: 506 ~ 8771[LEN: 8265] (x: 9571)
LINE: 4280 ~ 4281[LEN: 1] (y: 419)
LINE: 507 ~ 8180[LEN: 7673] (x: 4280)
LINE: 4426 ~ 4427[LEN: 1] (y: 419)
LINE: 507 ~ 9468[LEN: 8961] (x: 4426)
LINE: 6371 ~ 6372[LEN: 1] (y: 419)
LINE: 507 ~ 8180[LEN: 7673] (x: 6371)
LINE: 6441 ~ 6442[LEN: 1] (y: 419)
LINE: 507 ~ 4574[LEN: 4067] (x: 6441)
LINE: 6726 ~ 6729[LEN: 3] (y: 419)
LINE: 507 ~ 9619[LEN: 9112] (x: 6726)
LINE: 6998 ~ 7773[LEN: 775] (y: 419)
LINE: 507 ~ 680[LEN: 173] (x: 6998)
LINE: 7914 ~ 7915[LEN: 1] (y: 419)
LINE: 507 ~ 4567[LEN: 4060] (x: 7914)
LINE: 8431 ~ 8432[LEN: 1] (y: 419)
LINE: 507 ~ 8630[LEN: 8123] (x: 8431)
LINE: 8580 ~ 8581[LEN: 1] (y: 419)
LINE: 507 ~ 5185[LEN: 4678] (x: 8580)
LINE: 8867 ~ 9871[LEN: 1004] (y: 419)
LINE: 507 ~ 6067[LEN: 5560] (x: 8867)
LINE: 1618 ~ 9810[LEN: 8192] (y: 420)
LINE: 508 ~ 9637[LEN: 9129] (x: 1618)
LINE: 9870 ~ 9871[LEN: 1] (y: 420)
LINE: 508 ~ 8645[LEN: 8137] (x: 9870)
LINE: 6829 ~ 7039[LEN: 210] (y: 421)
LINE: 509 ~ 6266[LEN: 5757] (x: 6829)
LINE: 7430 ~ 7431[LEN: 1] (y: 421)
LINE: 509 ~ 638[LEN: 129] (x: 7430)
LINE: 7772 ~ 7773[LEN: 1] (y: 421)
LINE: 509 ~ 680[LEN: 171] (x: 7772)
LINE: 9005 ~ 9006[LEN: 1] (y: 421)
LINE: 509 ~ 9514[LEN: 9005] (x: 9005)
LINE: 9808 ~ 9810[LEN: 2] (y: 421)
LINE: 509 ~ 9643[LEN: 9134] (x: 9808)
LINE: 4615 ~ 5962[LEN: 1347] (y: 422)
LINE: 510 ~ 8861[LEN: 8351] (x: 4615)
LINE: 7038 ~ 7039[LEN: 1] (y: 422)
LINE: 510 ~ 6603[LEN: 6093] (x: 7038)
LINE: 956 ~ 8410[LEN: 7454] (y: 423)
LINE: 511 ~ 4288[LEN: 3777] (x: 956)
LINE: 1656 ~ 9423[LEN: 7767] (y: 423)
LINE: 512 ~ 1730[LEN: 1218] (x: 1656)
LINE: 270 ~ 1341[LEN: 1071] (y: 424)
LINE: 513 ~ 4703[LEN: 4190] (x: 270)
LINE: 2138 ~ 9474[LEN: 7336] (y: 424)
LINE: 513 ~ 7216[LEN: 6703] (x: 2138)
LINE: 1340 ~ 1341[LEN: 1] (y: 425)
LINE: 514 ~ 9485[LEN: 8971] (x: 1340)
LINE: 3242 ~ 4465[LEN: 1223] (y: 425)
LINE: 4501 ~ 9019[LEN: 4518] (y: 425)
LINE: 514 ~ 8264[LEN: 7750] (x: 4501)
LINE: 9374 ~ 9375[LEN: 1] (y: 425)
LINE: 514 ~ 3197[LEN: 2683] (x: 9374)
LINE: 9471 ~ 9474[LEN: 3] (y: 425)
LINE: 514 ~ 9289[LEN: 8775] (x: 9471)
LINE: 55 ~ 9820[LEN: 9765] (y: 426)
LINE: 515 ~ 9621[LEN: 9106] (x: 55)
LINE: 1581 ~ 2915[LEN: 1334] (y: 426)
LINE: 3277 ~ 3278[LEN: 1] (y: 426)
LINE: 516 ~ 9809[LEN: 9293] (x: 3277)
LINE: 3450 ~ 3451[LEN: 1] (y: 426)
LINE: 516 ~ 4316[LEN: 3800] (x: 3450)
LINE: 4355 ~ 4356[LEN: 1] (y: 426)
LINE: 516 ~ 4813[LEN: 4297] (x: 4355)
LINE: 4711 ~ 4712[LEN: 1] (y: 426)
LINE: 516 ~ 9136[LEN: 8620] (x: 4711)
LINE: 5560 ~ 5561[LEN: 1] (y: 426)
LINE: 516 ~ 9979[LEN: 9463] (x: 5560)
LINE: 5961 ~ 5962[LEN: 1] (y: 426)
LINE: 516 ~ 8559[LEN: 8043] (x: 5961)
LINE: 5974 ~ 7177[LEN: 1203] (y: 426)
LINE: 516 ~ 518[LEN: 2] (x: 5974)
LINE: 7353 ~ 7354[LEN: 1] (y: 426)
LINE: 516 ~ 8264[LEN: 7748] (x: 7353)
LINE: 8236 ~ 8237[LEN: 1] (y: 426)
LINE: 516 ~ 6020[LEN: 5504] (x: 8236)
LINE: 8349 ~ 8350[LEN: 1] (y: 426)
LINE: 516 ~ 9407[LEN: 8891] (x: 8349)
LINE: 9017 ~ 9019[LEN: 2] (y: 426)
LINE: 516 ~ 9978[LEN: 9462] (x: 9017)
LINE: 9273 ~ 9274[LEN: 1] (y: 426)
LINE: 516 ~ 7672[LEN: 7156] (x: 9273)
LINE: 9819 ~ 9820[LEN: 1] (y: 426)
LINE: 516 ~ 7480[LEN: 6964] (x: 9819)
LINE: 2622 ~ 9363[LEN: 6741] (y: 427)
LINE: 179 ~ 9794[LEN: 9615] (y: 428)
LINE: 518 ~ 8497[LEN: 7979] (x: 179)
LINE: 1643 ~ 1644[LEN: 1] (y: 428)
LINE: 519 ~ 9285[LEN: 8766] (x: 1643)
LINE: 2914 ~ 2915[LEN: 1] (y: 428)
LINE: 519 ~ 8318[LEN: 7799] (x: 2914)
LINE: 4272 ~ 4273[LEN: 1] (y: 428)
LINE: 519 ~ 4288[LEN: 3769] (x: 4272)
LINE: 6821 ~ 6823[LEN: 2] (y: 428)
LINE: 519 ~ 6725[LEN: 6206] (x: 6821)
LINE: 7176 ~ 7177[LEN: 1] (y: 428)
LINE: 519 ~ 8168[LEN: 7649] (x: 7176)
LINE: 8248 ~ 8249[LEN: 1] (y: 428)
LINE: 519 ~ 9634[LEN: 9115] (x: 8248)
LINE: 9360 ~ 9363[LEN: 3] (y: 428)
LINE: 519 ~ 7512[LEN: 6993] (x: 9360)
LINE: 2867 ~ 6943[LEN: 4076] (y: 431)
LINE: 521 ~ 5875[LEN: 5354] (x: 2867)
LINE: 4281 ~ 9939[LEN: 5658] (y: 431)
LINE: 522 ~ 5602[LEN: 5080] (x: 4281)
LINE: 3003 ~ 9744[LEN: 6741] (y: 432)
LINE: 523 ~ 9646[LEN: 9123] (x: 3003)
LINE: 9938 ~ 9939[LEN: 1] (y: 432)
LINE: 523 ~ 9319[LEN: 8796] (x: 9938)
LINE: 174 ~ 8805[LEN: 8631] (y: 433)
LINE: 524 ~ 9455[LEN: 8931] (x: 174)
LINE: 9469 ~ 9470[LEN: 1] (y: 433)
LINE: 524 ~ 7178[LEN: 6654] (x: 9469)
LINE: 9743 ~ 9744[LEN: 1] (y: 433)
LINE: 524 ~ 9913[LEN: 9389] (x: 9743)
LINE: 392 ~ 395[LEN: 3] (y: 434)
LINE: 525 ~ 9454[LEN: 8929] (x: 392)
LINE: 1943 ~ 8655[LEN: 6712] (y: 434)
LINE: 525 ~ 4021[LEN: 3496] (x: 1943)
LINE: 8804 ~ 8805[LEN: 1] (y: 434)
LINE: 525 ~ 2158[LEN: 1633] (x: 8804)
LINE: 299 ~ 9411[LEN: 9112] (y: 435)
LINE: 315 ~ 1991[LEN: 1676] (y: 435)
LINE: 527 ~ 1116[LEN: 589] (x: 315)
LINE: 2453 ~ 2454[LEN: 1] (y: 435)
LINE: 527 ~ 8188[LEN: 7661] (x: 2453)
LINE: 2686 ~ 2687[LEN: 1] (y: 435)
LINE: 527 ~ 9995[LEN: 9468] (x: 2686)
LINE: 3375 ~ 3376[LEN: 1] (y: 435)
LINE: 527 ~ 9522[LEN: 8995] (x: 3375)
LINE: 4563 ~ 4564[LEN: 1] (y: 435)
LINE: 527 ~ 1937[LEN: 1410] (x: 4563)
LINE: 4757 ~ 4758[LEN: 1] (y: 435)
LINE: 527 ~ 9322[LEN: 8795] (x: 4757)
LINE: 5318 ~ 5319[LEN: 1] (y: 435)
LINE: 527 ~ 6138[LEN: 5611] (x: 5318)
LINE: 5415 ~ 8026[LEN: 2611] (y: 435)
LINE: 527 ~ 6935[LEN: 6408] (x: 5415)
LINE: 8231 ~ 8232[LEN: 1] (y: 435)
LINE: 527 ~ 5106[LEN: 4579] (x: 8231)
LINE: 8425 ~ 8426[LEN: 1] (y: 435)
LINE: 527 ~ 9799[LEN: 9272] (x: 8425)
LINE: 8653 ~ 8655[LEN: 2] (y: 435)
LINE: 527 ~ 3249[LEN: 2722] (x: 8653)
LINE: 8862 ~ 8863[LEN: 1] (y: 435)
LINE: 527 ~ 9291[LEN: 8764] (x: 8862)
LINE: 9409 ~ 9411[LEN: 2] (y: 435)
LINE: 527 ~ 2056[LEN: 1529] (x: 9409)
LINE: 393 ~ 395[LEN: 2] (y: 436)
LINE: 528 ~ 2158[LEN: 1630] (x: 393)
LINE: 450 ~ 451[LEN: 1] (y: 436)
LINE: 528 ~ 7326[LEN: 6798] (x: 450)
LINE: 1389 ~ 1390[LEN: 1] (y: 436)
LINE: 528 ~ 9599[LEN: 9071] (x: 1389)
LINE: 1990 ~ 1991[LEN: 1] (y: 436)
LINE: 528 ~ 1117[LEN: 589] (x: 1990)
LINE: 2179 ~ 9990[LEN: 7811] (y: 436)
LINE: 528 ~ 5201[LEN: 4673] (x: 2179)
LINE: 165 ~ 9849[LEN: 9684] (y: 437)
LINE: 529 ~ 9138[LEN: 8609] (x: 165)
LINE: 9989 ~ 9990[LEN: 1] (y: 437)
LINE: 529 ~ 8068[LEN: 7539] (x: 9989)
LINE: 792 ~ 793[LEN: 1] (y: 438)
LINE: 530 ~ 9229[LEN: 8699] (x: 792)
LINE: 1573 ~ 1577[LEN: 4] (y: 438)
LINE: 530 ~ 8673[LEN: 8143] (x: 1573)
LINE: 2687 ~ 3364[LEN: 677] (y: 438)
LINE: 530 ~ 9146[LEN: 8616] (x: 2687)
LINE: 4208 ~ 4209[LEN: 1] (y: 438)
LINE: 530 ~ 9593[LEN: 9063] (x: 4208)
LINE: 4824 ~ 4825[LEN: 1] (y: 438)
LINE: 530 ~ 3626[LEN: 3096] (x: 4824)
LINE: 5274 ~ 9668[LEN: 4394] (y: 438)
LINE: 530 ~ 4279[LEN: 3749] (x: 5274)
LINE: 116 ~ 9684[LEN: 9568] (y: 439)
LINE: 499 ~ 500[LEN: 1] (y: 439)
LINE: 532 ~ 7397[LEN: 6865] (x: 499)
LINE: 1584 ~ 6181[LEN: 4597] (y: 439)
LINE: 532 ~ 2727[LEN: 2195] (x: 1584)
LINE: 6360 ~ 6361[LEN: 1] (y: 439)
LINE: 532 ~ 2061[LEN: 1529] (x: 6360)
LINE: 6559 ~ 6560[LEN: 1] (y: 439)
LINE: 532 ~ 6874[LEN: 6342] (x: 6559)
LINE: 6634 ~ 6635[LEN: 1] (y: 439)
LINE: 532 ~ 5084[LEN: 4552] (x: 6634)
LINE: 6639 ~ 6640[LEN: 1] (y: 439)
LINE: 532 ~ 8550[LEN: 8018] (x: 6639)
LINE: 6859 ~ 6860[LEN: 1] (y: 439)
LINE: 532 ~ 7378[LEN: 6846] (x: 6859)
LINE: 6942 ~ 6943[LEN: 1] (y: 439)
LINE: 532 ~ 5872[LEN: 5340] (x: 6942)
LINE: 6994 ~ 6995[LEN: 1] (y: 439)
LINE: 532 ~ 8760[LEN: 8228] (x: 6994)
LINE: 7023 ~ 7024[LEN: 1] (y: 439)
LINE: 532 ~ 9331[LEN: 8799] (x: 7023)
LINE: 7211 ~ 7212[LEN: 1] (y: 439)
LINE: 532 ~ 8183[LEN: 7651] (x: 7211)
LINE: 7224 ~ 7225[LEN: 1] (y: 439)
LINE: 532 ~ 6839[LEN: 6307] (x: 7224)
LINE: 7307 ~ 7308[LEN: 1] (y: 439)
LINE: 532 ~ 6839[LEN: 6307] (x: 7307)
LINE: 7326 ~ 7327[LEN: 1] (y: 439)
LINE: 532 ~ 8419[LEN: 7887] (x: 7326)
LINE: 7438 ~ 7439[LEN: 1] (y: 439)
LINE: 532 ~ 616[LEN: 84] (x: 7438)
LINE: 7667 ~ 7669[LEN: 2] (y: 439)
LINE: 532 ~ 6576[LEN: 6044] (x: 7667)
LINE: 8025 ~ 8026[LEN: 1] (y: 439)
LINE: 532 ~ 6915[LEN: 6383] (x: 8025)
LINE: 8097 ~ 8098[LEN: 1] (y: 439)
LINE: 532 ~ 8602[LEN: 8070] (x: 8097)
LINE: 8461 ~ 8464[LEN: 3] (y: 439)
LINE: 532 ~ 7507[LEN: 6975] (x: 8461)
LINE: 9143 ~ 9144[LEN: 1] (y: 439)
LINE: 532 ~ 3728[LEN: 3196] (x: 9143)
LINE: 9365 ~ 9366[LEN: 1] (y: 439)
LINE: 532 ~ 9945[LEN: 9413] (x: 9365)
LINE: 9666 ~ 9668[LEN: 2] (y: 439)
LINE: 532 ~ 9411[LEN: 8879] (x: 9666)
LINE: 9683 ~ 9684[LEN: 1] (y: 439)
LINE: 532 ~ 8588[LEN: 8056] (x: 9683)
LINE: 1487 ~ 7724[LEN: 6237] (y: 440)
LINE: 533 ~ 9446[LEN: 8913] (x: 1487)
LINE: 1668 ~ 1669[LEN: 1] (y: 440)
LINE: 534 ~ 5669[LEN: 5135] (x: 1668)
LINE: 1927 ~ 2223[LEN: 296] (y: 440)
LINE: 534 ~ 9961[LEN: 9427] (x: 1927)
LINE: 2286 ~ 2287[LEN: 1] (y: 440)
LINE: 534 ~ 9728[LEN: 9194] (x: 2286)
LINE: 2649 ~ 2650[LEN: 1] (y: 440)
LINE: 534 ~ 7067[LEN: 6533] (x: 2649)
LINE: 3059 ~ 3060[LEN: 1] (y: 440)
LINE: 534 ~ 1372[LEN: 838] (x: 3059)
LINE: 3363 ~ 3364[LEN: 1] (y: 440)
LINE: 534 ~ 9143[LEN: 8609] (x: 3363)
LINE: 3463 ~ 3465[LEN: 2] (y: 440)
LINE: 534 ~ 1370[LEN: 836] (x: 3463)
LINE: 4802 ~ 4805[LEN: 3] (y: 440)
LINE: 534 ~ 2729[LEN: 2195] (x: 4802)
LINE: 5477 ~ 5478[LEN: 1] (y: 440)
LINE: 534 ~ 5668[LEN: 5134] (x: 5477)
LINE: 5739 ~ 5740[LEN: 1] (y: 440)
LINE: 534 ~ 8876[LEN: 8342] (x: 5739)
LINE: 5763 ~ 5764[LEN: 1] (y: 440)
LINE: 534 ~ 8288[LEN: 7754] (x: 5763)
LINE: 6180 ~ 6181[LEN: 1] (y: 440)
LINE: 534 ~ 8403[LEN: 7869] (x: 6180)
LINE: 7723 ~ 7724[LEN: 1] (y: 440)
LINE: 534 ~ 4236[LEN: 3702] (x: 7723)
LINE: 864 ~ 1085[LEN: 221] (y: 441)
LINE: 535 ~ 2830[LEN: 2295] (x: 864)
LINE: 2145 ~ 2146[LEN: 1] (y: 441)
LINE: 535 ~ 9043[LEN: 8508] (x: 2145)
LINE: 3200 ~ 3506[LEN: 306] (y: 441)
LINE: 535 ~ 9151[LEN: 8616] (x: 3200)
LINE: 1083 ~ 1085[LEN: 2] (y: 442)
LINE: 536 ~ 2828[LEN: 2292] (x: 1083)
LINE: 1138 ~ 9331[LEN: 8193] (y: 442)
LINE: 536 ~ 539[LEN: 3] (x: 1138)
LINE: 475 ~ 6557[LEN: 6082] (y: 443)
LINE: 537 ~ 539[LEN: 2] (x: 475)
LINE: 8790 ~ 8791[LEN: 1] (y: 443)
LINE: 537 ~ 8700[LEN: 8163] (x: 8790)
LINE: 9208 ~ 9209[LEN: 1] (y: 443)
LINE: 537 ~ 8520[LEN: 7983] (x: 9208)
LINE: 9330 ~ 9331[LEN: 1] (y: 443)
LINE: 537 ~ 9001[LEN: 8464] (x: 9330)
LINE: 224 ~ 9773[LEN: 9549] (y: 444)
LINE: 538 ~ 9771[LEN: 9233] (x: 224)
LINE: 133 ~ 9474[LEN: 9341] (y: 445)
LINE: 1378 ~ 1379[LEN: 1] (y: 445)
LINE: 540 ~ 8331[LEN: 7791] (x: 1378)
LINE: 1815 ~ 1816[LEN: 1] (y: 445)
LINE: 540 ~ 8122[LEN: 7582] (x: 1815)
LINE: 2303 ~ 2304[LEN: 1] (y: 445)
LINE: 540 ~ 2204[LEN: 1664] (x: 2303)
LINE: 2675 ~ 2676[LEN: 1] (y: 445)
LINE: 540 ~ 9760[LEN: 9220] (x: 2675)
LINE: 3505 ~ 3506[LEN: 1] (y: 445)
LINE: 540 ~ 4484[LEN: 3944] (x: 3505)
LINE: 3996 ~ 6098[LEN: 2102] (y: 445)
LINE: 540 ~ 3466[LEN: 2926] (x: 3996)
LINE: 6556 ~ 6557[LEN: 1] (y: 445)
LINE: 540 ~ 9691[LEN: 9151] (x: 6556)
LINE: 7042 ~ 7043[LEN: 1] (y: 445)
LINE: 540 ~ 8445[LEN: 7905] (x: 7042)
LINE: 7592 ~ 7593[LEN: 1] (y: 445)
LINE: 540 ~ 6736[LEN: 6196] (x: 7592)
LINE: 7729 ~ 7730[LEN: 1] (y: 445)
LINE: 540 ~ 8852[LEN: 8312] (x: 7729)
LINE: 8256 ~ 8257[LEN: 1] (y: 445)
LINE: 540 ~ 8893[LEN: 8353] (x: 8256)
LINE: 8371 ~ 8373[LEN: 2] (y: 445)
LINE: 540 ~ 2524[LEN: 1984] (x: 8371)
LINE: 9415 ~ 9416[LEN: 1] (y: 445)
LINE: 540 ~ 2023[LEN: 1483] (x: 9415)
LINE: 2403 ~ 9618[LEN: 7215] (y: 446)
LINE: 25 ~ 9715[LEN: 9690] (y: 447)
LINE: 542 ~ 9071[LEN: 8529] (x: 25)
LINE: 2780 ~ 7381[LEN: 4601] (y: 447)
LINE: 543 ~ 8717[LEN: 8174] (x: 2780)
LINE: 9714 ~ 9715[LEN: 1] (y: 447)
LINE: 543 ~ 2807[LEN: 2264] (x: 9714)
LINE: 3724 ~ 9272[LEN: 5548] (y: 448)
LINE: 544 ~ 4305[LEN: 3761] (x: 3724)
LINE: 750 ~ 6960[LEN: 6210] (y: 449)
LINE: 545 ~ 9019[LEN: 8474] (x: 750)
LINE: 7380 ~ 7381[LEN: 1] (y: 449)
LINE: 545 ~ 9650[LEN: 9105] (x: 7380)
LINE: 8530 ~ 9324[LEN: 794] (y: 449)
LINE: 545 ~ 8028[LEN: 7483] (x: 8530)
LINE: 736 ~ 9131[LEN: 8395] (y: 450)
LINE: 546 ~ 7732[LEN: 7186] (x: 736)
LINE: 9270 ~ 9272[LEN: 2] (y: 450)
LINE: 546 ~ 9628[LEN: 9082] (x: 9270)
LINE: 9323 ~ 9324[LEN: 1] (y: 450)
LINE: 546 ~ 9445[LEN: 8899] (x: 9323)
LINE: 2246 ~ 2247[LEN: 1] (y: 451)
LINE: 547 ~ 7082[LEN: 6535] (x: 2246)
LINE: 2615 ~ 2616[LEN: 1] (y: 451)
LINE: 547 ~ 1524[LEN: 977] (x: 2615)
LINE: 2814 ~ 2815[LEN: 1] (y: 451)
LINE: 547 ~ 7849[LEN: 7302] (x: 2814)
LINE: 4049 ~ 4050[LEN: 1] (y: 451)
LINE: 547 ~ 8675[LEN: 8128] (x: 4049)
LINE: 4151 ~ 4152[LEN: 1] (y: 451)
LINE: 547 ~ 9661[LEN: 9114] (x: 4151)
LINE: 4433 ~ 4434[LEN: 1] (y: 451)
LINE: 547 ~ 6174[LEN: 5627] (x: 4433)
LINE: 4791 ~ 4792[LEN: 1] (y: 451)
LINE: 547 ~ 9970[LEN: 9423] (x: 4791)
LINE: 5294 ~ 5295[LEN: 1] (y: 451)
LINE: 547 ~ 8852[LEN: 8305] (x: 5294)
LINE: 5728 ~ 5729[LEN: 1] (y: 451)
LINE: 547 ~ 7307[LEN: 6760] (x: 5728)
LINE: 6068 ~ 6069[LEN: 1] (y: 451)
LINE: 547 ~ 1008[LEN: 461] (x: 6068)
LINE: 6097 ~ 6098[LEN: 1] (y: 451)
LINE: 547 ~ 8798[LEN: 8251] (x: 6097)
LINE: 6589 ~ 6590[LEN: 1] (y: 451)
LINE: 547 ~ 9966[LEN: 9419] (x: 6589)
LINE: 6959 ~ 6960[LEN: 1] (y: 451)
LINE: 547 ~ 7080[LEN: 6533] (x: 6959)
LINE: 8370 ~ 8910[LEN: 540] (y: 451)
LINE: 547 ~ 2206[LEN: 1659] (x: 8370)
LINE: 9130 ~ 9131[LEN: 1] (y: 451)
LINE: 547 ~ 4226[LEN: 3679] (x: 9130)
LINE: 638 ~ 7840[LEN: 7202] (y: 452)
LINE: 8676 ~ 8677[LEN: 1] (y: 452)
LINE: 548 ~ 4305[LEN: 3757] (x: 8676)
LINE: 8909 ~ 8910[LEN: 1] (y: 452)
LINE: 548 ~ 2813[LEN: 2265] (x: 8909)
LINE: 4189 ~ 4698[LEN: 509] (y: 453)
LINE: 549 ~ 7952[LEN: 7403] (x: 4189)
LINE: 6524 ~ 6525[LEN: 1] (y: 453)
LINE: 549 ~ 1862[LEN: 1313] (x: 6524)
LINE: 7839 ~ 7840[LEN: 1] (y: 453)
LINE: 549 ~ 9637[LEN: 9088] (x: 7839)
LINE: 161 ~ 9406[LEN: 9245] (y: 454)
LINE: 550 ~ 1818[LEN: 1268] (x: 161)
LINE: 3694 ~ 3695[LEN: 1] (y: 454)
LINE: 551 ~ 8468[LEN: 7917] (x: 3694)
LINE: 4526 ~ 4527[LEN: 1] (y: 454)
LINE: 551 ~ 5240[LEN: 4689] (x: 4526)
LINE: 4697 ~ 4698[LEN: 1] (y: 454)
LINE: 551 ~ 4589[LEN: 4038] (x: 4697)
LINE: 6285 ~ 6286[LEN: 1] (y: 454)
LINE: 551 ~ 1817[LEN: 1266] (x: 6285)
LINE: 7265 ~ 8591[LEN: 1326] (y: 454)
LINE: 551 ~ 7994[LEN: 7443] (x: 7265)
LINE: 9402 ~ 9406[LEN: 4] (y: 454)
LINE: 551 ~ 8464[LEN: 7913] (x: 9402)
LINE: 2021 ~ 3967[LEN: 1946] (y: 455)
LINE: 8512 ~ 8514[LEN: 2] (y: 455)
LINE: 552 ~ 5847[LEN: 5295] (x: 8512)
LINE: 8587 ~ 8591[LEN: 4] (y: 455)
LINE: 552 ~ 9269[LEN: 8717] (x: 8587)
LINE: 289 ~ 9044[LEN: 8755] (y: 456)
LINE: 2231 ~ 2232[LEN: 1] (y: 456)
LINE: 554 ~ 7956[LEN: 7402] (x: 2231)
LINE: 3223 ~ 3224[LEN: 1] (y: 456)
LINE: 554 ~ 1932[LEN: 1378] (x: 3223)
LINE: 3342 ~ 3343[LEN: 1] (y: 456)
LINE: 554 ~ 9740[LEN: 9186] (x: 3342)
LINE: 3660 ~ 3661[LEN: 1] (y: 456)
LINE: 554 ~ 6692[LEN: 6138] (x: 3660)
LINE: 4699 ~ 4700[LEN: 1] (y: 456)
LINE: 554 ~ 6454[LEN: 5900] (x: 4699)
LINE: 4891 ~ 4892[LEN: 1] (y: 456)
LINE: 554 ~ 8869[LEN: 8315] (x: 4891)
LINE: 4939 ~ 4940[LEN: 1] (y: 456)
LINE: 554 ~ 7435[LEN: 6881] (x: 4939)
LINE: 5882 ~ 5884[LEN: 2] (y: 456)
LINE: 554 ~ 9240[LEN: 8686] (x: 5882)
LINE: 6648 ~ 6651[LEN: 3] (y: 456)
LINE: 554 ~ 8353[LEN: 7799] (x: 6648)
LINE: 7085 ~ 7086[LEN: 1] (y: 456)
LINE: 554 ~ 1875[LEN: 1321] (x: 7085)
LINE: 7426 ~ 7431[LEN: 5] (y: 456)
LINE: 554 ~ 6690[LEN: 6136] (x: 7426)
LINE: 7932 ~ 7933[LEN: 1] (y: 456)
LINE: 554 ~ 9734[LEN: 9180] (x: 7932)
LINE: 9043 ~ 9044[LEN: 1] (y: 456)
LINE: 554 ~ 8349[LEN: 7795] (x: 9043)
LINE: 4300 ~ 8784[LEN: 4484] (y: 457)
LINE: 555 ~ 5313[LEN: 4758] (x: 4300)
LINE: 663 ~ 9394[LEN: 8731] (y: 458)
LINE: 556 ~ 9066[LEN: 8510] (x: 663)
LINE: 2195 ~ 5950[LEN: 3755] (y: 458)
LINE: 557 ~ 657[LEN: 100] (x: 2195)
LINE: 8044 ~ 8045[LEN: 1] (y: 458)
LINE: 557 ~ 7640[LEN: 7083] (x: 8044)
LINE: 8783 ~ 8784[LEN: 1] (y: 458)
LINE: 557 ~ 5311[LEN: 4754] (x: 8783)
LINE: 922 ~ 5275[LEN: 4353] (y: 459)
LINE: 558 ~ 4420[LEN: 3862] (x: 922)
LINE: 5947 ~ 5950[LEN: 3] (y: 459)
LINE: 558 ~ 657[LEN: 99] (x: 5947)
LINE: 578 ~ 8787[LEN: 8209] (y: 460)
LINE: 559 ~ 8494[LEN: 7935] (x: 578)
LINE: 1910 ~ 1911[LEN: 1] (y: 460)
LINE: 560 ~ 9984[LEN: 9424] (x: 1910)
LINE: 2845 ~ 4661[LEN: 1816] (y: 460)
LINE: 560 ~ 9913[LEN: 9353] (x: 2845)
LINE: 5848 ~ 8327[LEN: 2479] (y: 460)
LINE: 560 ~ 6451[LEN: 5891] (x: 5848)
LINE: 8390 ~ 8391[LEN: 1] (y: 460)
LINE: 560 ~ 5308[LEN: 4748] (x: 8390)
LINE: 8786 ~ 8787[LEN: 1] (y: 460)
LINE: 560 ~ 7986[LEN: 7426] (x: 8786)
LINE: 2558 ~ 6775[LEN: 4217] (y: 461)
LINE: 561 ~ 3109[LEN: 2548] (x: 2558)
LINE: 7601 ~ 7602[LEN: 1] (y: 461)
LINE: 561 ~ 5309[LEN: 4748] (x: 7601)
LINE: 8324 ~ 8327[LEN: 3] (y: 461)
LINE: 561 ~ 2821[LEN: 2260] (x: 8324)
LINE: 3789 ~ 3790[LEN: 1] (y: 462)
LINE: 562 ~ 8821[LEN: 8259] (x: 3789)
LINE: 4001 ~ 4002[LEN: 1] (y: 462)
LINE: 562 ~ 9188[LEN: 8626] (x: 4001)
LINE: 4062 ~ 4064[LEN: 2] (y: 462)
LINE: 562 ~ 7078[LEN: 6516] (x: 4062)
LINE: 4072 ~ 4073[LEN: 1] (y: 462)
LINE: 562 ~ 9374[LEN: 8812] (x: 4072)
LINE: 4165 ~ 4166[LEN: 1] (y: 462)
LINE: 562 ~ 9892[LEN: 9330] (x: 4165)
LINE: 4660 ~ 4661[LEN: 1] (y: 462)
